Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,pro bowl?
Jabrill Peppers,SS,71,213,4.46,35.5,19,128,,,0
Samaje Perine,RB,71,233,4.65,33,30,116,7.26,4.37,0
Nathan Peterman,QB,74,226,4.82,31,,110,7.14,4.31,0
Carroll Phillips,OLB,75,242,4.64,30,23,123,7.06,4.37,0
Hayden Plinke,TE,76,264,4.97,28,18,109,7.55,4.59,0
Ethan Pocic,C,78,310,5.15,27,26,107,7.89,4.81,0
Ejuan Price,OLB,71,241,4.84,31.5,20,117,,4.34,0
Donnel Pumphrey,RB,68,176,4.48,33.5,5,117,,,0
Elijah Qualls,DT,73,313,5.13,31.5,33,105,7.65,4.66,0
James Quick,WR,72,186,4.6,31,11,115,7,4.39,0
Ryan Ramczyk,OT,78,310,,,25,,,,0
Michael Rector,WR,72,193,4.42,36.5,,129,6.77,4.19,0
Haason Reddick,OLB,73,237,4.52,36.5,24,133,7.01,4.37,0
Devine Redding,RB,68,205,4.76,30.5,16,116,7.18,4.46,0
Jalen Reeves-Maybin,OLB,72,230,,,,,,,0
Austin Rehkow,P,75,214,,,,,,,0
Josh Reynolds,WR,75,194,4.52,37,,124,6.83,4.13,0
Duke Riley,OLB,72,232,4.58,34.5,18,122,6.89,4.21,0
Derek Rivers,DE,76,248,4.61,35,30,123,6.94,4.4,0
Michael Roberts,TE,76,270,4.86,30,,110,7.05,4.51,0
Jalen Robinette,WR,75,220,4.62,31.5,13,120,6.77,4.46,0
Ezra Robinson,CB,71,189,4.47,34,13,130,,,0
Cam Robinson,OT,78,322,5.15,26,,106,7.81,4.82,0
Isaac Rochell,DE,76,280,4.89,31.5,25,114,,,0
Sam Rogers,FB,70,231,4.93,32,19,114,7.27,4.34,0
Darreus Rogers,WR,73,216,,26.5,8,112,7.22,4.54,0
John Ross,WR,71,188,4.22,37,,133,,,0
Fred Ross,WR,73,213,4.51,35,10,113,6.99,4.28,0
Chase Roullier,C,76,312,5.54,26.5,19,97,7.6,4.47,0
Travis Rudolph,WR,72,189,4.65,31.5,12,114,6.93,4.46,0
Cooper Rush,QB,75,228,4.93,27,,105,7.23,4.47,0
Seth Russell,QB,75,213,,,,,,,0
Curtis Samuel,WR,71,196,4.31,37,18,119,7.09,4.33,0
Eric Saubert,TE,77,253,,33,22,121,,,0
Artavis Scott,WR,70,193,4.61,31,13,116,7.19,4.49,0
Ricky Seals-Jones,WR,77,243,4.69,28,17,121,7.46,4.33,0
Justin Senior,OT,77,331,5.55,23,,98,8.19,5.06,0
Adam Shaheen,TE,78,278,4.79,32.5,24,121,7.09,4.38,0
David Sharpe,OT,78,343,5.44,20.5,19,97,7.87,4.78,0
Sojourn Shelton,CB,69,177,4.51,35,10,120,6.92,4.02,0
Garrett Sickels,DE,75,261,4.9,28,20,105,7.21,4.41,0
Nico Siragusa,OG,76,319,5.35,32,28,110,7.71,4.56,0
Dan Skipper,OT,82,309,5.42,26,,97,7.61,5.01,0
Tanzel Smart,DT,73,296,5.24,27,22,105,7.53,4.57,0
Jonnu Smith,TE,75,248,4.62,38,22,127,,4.18,0
De'Veon Smith,RB,71,223,,29,22,108,7.3,4.56,0
JuJu Smith-Schuster,WR,73,215,4.54,32.5,15,120,,,1
Dawuane Smoot,DE,75,264,4.77,29.5,,117,7.18,4.39,0
Jeremy Sprinkle,TE,77,252,4.69,29,,116,,,0
Jamari Staples,WR,75,195,4.51,36,,130,,,0
Freddie Stevenson,FB,72,234,4.75,28,24,111,7.65,4.45,0
ArDarius Stewart,WR,71,204,4.49,34,,124,,,0
Channing Stribling,CB,73,188,4.6,31.5,5,114,6.94,4.56,0
Cameron Sutton,CB,71,188,4.52,34,11,120,6.81,,0
Ryan Switzer,WR,68,181,4.51,32,11,116,6.77,4,0
Teez Tabor,CB,72,199,4.62,31,9,120,,,0
Cordrea Tankersley,CB,73,199,4.4,29.5,13,121,7,4.32,0
Pita Taumoepenu,OLB,73,243,4.67,28.5,24,112,6.91,4.33,0
Vincent Taylor,DT,75,304,5.07,28.5,26,108,7.58,4.72,0
Trent Taylor,WR,68,181,4.63,33,13,117,6.74,4.01,0
Taywan Taylor,WR,71,203,4.5,33.5,13,132,6.57,4.21,0
Sam Tevi,OT,77,311,5.27,26,15,107,7.84,4.6,0
Nate Theaker,OG,77,315,5.41,27,23,105,7.97,4.89,0
Solomon Thomas,DE,75,273,4.69,35,30,126,6.95,4.28,0
Noel Thomas,WR,72,205,4.63,32.5,9,118,,,0
Jahad Thomas,RB,70,190,4.62,32,11,116,,,0
Tedric Thompson,SS,72,204,4.6,32.5,17,117,7.11,4.36,0
Jack Tocho,CB,72,202,4.54,35,21,125,,,0
Dalvin Tomlinson,DT,75,310,5.19,27,,110,7.68,4.59,0
Jon Toth,C,77,307,5.51,25.5,21,100,8.09,4.84,0
Damarius Travis,SS,73,206,,32.5,13,115,7.08,4.28,0
Mitchell Trubisky,QB,74,222,4.67,27.5,,116,6.87,4.25,1
Stevie Tu'Ikolovatu,DT,73,331,5.45,24.5,28,91,7.83,5,0
Michael Tyson,FS,73,204,4.56,33,17,118,,,0
Jerry Ugokwe,OT,79,321,5.61,26,18,103,8.35,5.17,0
Conrad Ukropina,K,72,190,,,,,,,0
Tanner Vallejo,ILB,73,228,4.67,33.5,,121,,4.39,0
Eddie Vanderdoes,DT,75,305,4.99,28.5,28,111,7.69,4.39,0
Justin Vogel,P,76,219,4.7,34,,,,,0
DeMarcus Walker,DE,76,280,,,18,,,,0
Charles Walker,DT,74,310,4.96,28,25,107,7.89,4.96,0
Carlos Watkins,DT,75,309,,,25,,,,0
Deshaun Watson,QB,74,221,4.66,32.5,,119,6.95,4.31,1
T.J. Watt,OLB,76,252,4.69,37,21,128,6.79,4.13,1
Davis Webb,QB,77,229,4.79,33,,118,6.92,4.21,0
Dede Westbrook,WR,72,178,,,,,,,0
Chad Wheeler,OT,79,306,5.48,20.5,15,105,,5.01,0
TreDavious White,CB,71,192,4.47,32,16,119,6.9,4.32,1
Marquez White,CB,72,194,4.59,36,,123,,,0
Kermit Whitfield,WR,68,185,4.44,32.5,8,120,7.17,4.37,0
Tim Williams,OLB,75,244,4.68,33.5,,124,7.36,4.57,0
Stanley Williams,RB,67,190,4.51,36,18,121,6.86,4.18,0
Mike Williams-04,WR,76,218,,32.5,15,121,,,0
Marcus Williams-02,FS,73,202,4.56,43.5,14,129,6.85,4.2,0
Joe Williams,RB,71,210,4.41,35,14,125,7.19,4.19,0
Jamaal Williams,RB,72,212,4.59,30,,123,7.25,4.53,0
Jordan Willis,DE,76,255,4.53,39,24,125,6.85,4.28,0
Quincy Wilson-02,CB,73,211,4.54,32,14,118,6.86,4.02,0
Jesus Wilson,WR,69,189,4.57,,10,119,,4.57,0
Howard Wilson,CB,73,184,4.57,33.5,,119,6.68,3.94,0
Ahkello Witherspoon,CB,75,198,4.45,40.5,,127,6.93,4.13,0
Xavier Woods,SS,71,197,4.54,33.5,19,122,6.72,4.13,0
Chris Wormley,DT,77,298,,,23,,,,0
Dante Pettis ,WR,72,186,,,,,,,0
Kemoko Turay ,EDGE,77,253,4.65,,,,,,0
Josh Adams,RB,74,213,,,18,,,,0
Ola Adeniyi,EDGE,74,248,4.83,31.5,26,,7.21,4.28,0
Jordan Akins,TE,75,249,,,,,,,0
Jaire Alexander,CB,71,192,4.38,35,14,127,6.71,3.98,1
Austin Allen,QB,72,210,4.81,29.5,,112,7.18,4.48,0
Brian Allen-04,C,73,298,5.34,26.5,27,99,7.81,4.71,0
Josh Allen-QB,QB,77,237,4.75,33.5,,119,6.9,4.4,1
Marcus Allen,S,74,202,,37,15,127,,4.32,0
Mark Andrews,TE,77,256,4.67,31,17,113,7.34,4.38,1
Troy Apke,S,74,198,4.34,41,16,131,6.56,4.03,0
Dorance Armstrong,EDGE,76,257,4.87,30,20,118,7.12,4.23,0
Ade Aruna,DE,78,262,4.6,38.5,18,128,7.53,4.48,0
Marcell Ateman,WR,76,216,4.62,34,13,121,7.07,4.25,0
John Atkins,DT,76,321,5.38,24,,89,7.95,4.75,0
Anthony Averett,CB,72,185,4.36,31.5,13,119,6.93,4.4,0
Genard Avery,ILB,73,248,4.59,36,26,124,6.9,4.36,0
Mike Badgley,K,70,183,4.94,,,111,,,0
Jerome Baker,OLB,73,229,4.53,36.5,22,126,,,0
Kalen Ballage,RB,73,228,4.46,33.5,15,122,6.91,4.35,0
Saquon Barkley,RB,72,233,4.4,41,29,,,4.24,1
J.T. Barrett,QB,73,224,4.7,30,,108,7.38,4.44,0
Jessie Bates,S,74,195,4.5,35.5,,117,6.78,4.26,0
Marcus Baugh,TE,75,247,4.81,33,,117,7.28,4.51,0
Nick Bawden,FB,74,245,,,,,,,0
Davin Bellamy,EDGE,77,255,,,15,,,,0
Kurt Benkert,QB,75,218,4.95,31,16,112,7.15,4.33,0
Braxton Berrios,WR,69,184,,,11,,,,0
Keishawn Bierria,ILB,74,230,4.79,30.5,21,117,7.26,,0
Quin Blanding,S,74,215,4.63,31.5,,122,,,0
David Bright,OT,77,307,,,,,,,0
Andrew Brown,DE,76,296,5.03,28,31,101,7.51,4.48,0
Drew Brown,K,70,208,,,,,,,0
Orlando Brown,OT,80,345,5.85,19.5,14,82,7.87,5.38,1
Tony Brown-CB,CB,72,198,4.35,31.5,14,126,6.78,4.11,0
Equanimeous St. brown,WR,77,214,4.48,,20,,,,0
Taven Bryan,DT,76,291,4.98,35,30,119,7.12,4.48,0
Oren Burks,OLB,75,233,4.59,39.5,18,131,6.82,4.15,0
Deontay Burnett,WR,72,186,,,,,,,0
Jason Cabinda,ILB,73,239,,,19,,,,0
Deon Cain,WR,74,202,4.43,33.5,11,115,6.71,4.37,0
Antonio Callaway,WR,71,200,4.41,34,,121,,,0
Chris Campbell,CB,73,194,,,14,,,,0
Dylan Cantrell,WR,75,226,4.59,38.5,18,130,6.56,4.03,0
Alex Cappa,OT,78,305,5.39,26.5,24,97,8.04,4.84,0
Tanner Carew,LS,73,243,5,30,18,111,7.26,4.28,0
Daniel Carlson,K,77,213,,,,,,,0
Lorenzo Carter,EDGE,78,250,4.5,36,,130,,,0
Andre Chachere,CB,72,200,4.49,38,13,123,6.78,4.07,0
Sean Chandler,S,72,190,4.65,34.5,16,119,,4.62,0
D.J. Chark,WR,75,199,4.34,40,16,129,,,0
Geron Christian,OT,77,298,5.33,,19,,,,0
Bradley Chubb,DE,76,269,4.65,36,24,121,7.37,4.41,1
Nick Chubb,RB,71,227,4.52,38.5,29,128,7.09,4.25,1
Jack Cichy,ILB,74,238,,,18,,,,0
Will Clapp,C,76,311,5.39,29,25,97,8.04,4.92,0
Simmie Cobbs,WR,75,220,4.64,30,11,113,6.7,4.32,0
Mason Cole,C,76,307,5.23,23.5,23,104,7.77,4.78,0
Lavon Coleman,RB,71,215,4.65,33,23,120,,,0
Tyler Conklin,TE,75,254,4.8,38,18,120,7.13,4.23,0
Austin Corbett,G,76,306,5.15,28,19,106,7.87,4.5,0
Keke Coutee,WR,70,181,4.43,34.5,14,113,6.93,4.15,0
Chris Covington,OLB,74,245,4.78,,23,,,,0
Justin Crawford,RB,71,199,4.64,33.5,11,122,,,0
Tyrell Crosby,OT,77,309,5.23,30,17,105,7.89,4.77,0
Dane Cruikshank,S,73,206,4.41,38.5,25,121,6.89,4.24,0
Trevor Daniel,P,73,230,4.98,32.5,23,119,,,0
James Daniels,C,75,306,,30.5,21,108,7.29,4.4,0
Sam Darnold,QB,75,221,4.85,26.5,,105,6.96,4.4,0
Marcus Davenport,DE,78,264,4.58,33.5,22,124,7.2,4.41,0
Joseph Davidson,P,79,232,,,,,,,0
Carlton Davis,CB,73,203,4.53,34,16,124,,,0
Duke Dawson,CB,70,208,4.46,,15,,,,0
Dee Delaney,CB,73,194,4.46,32.5,13,120,6.95,4.25,0
Nick Deluca,OLB,75,251,4.85,29.5,18,112,7.09,4.23,0
Jamil Demby,G,76,319,5.58,23.5,17,98,7.86,4.95,0
Matt Dickerson,DE,76,292,5.06,31,26,,,,0
Michael Dickson,P,74,208,,,,,,,1
Will Dissly,TE,76,262,4.87,28,15,111,7.07,4.4,0
Garret Dooley,EDGE,75,248,4.8,33,21,121,,4.28,0
Chase Edmonds,RB,69,205,4.55,34,19,122,6.79,4.07,0
Terrell Edmunds,S,74,220,4.47,41.5,,134,,,0
Tremaine Edmunds,LB,77,253,4.54,,19,117,,,1
Duke Ejiofor,DE,76,264,,,,,,,0
Deshon Elliott,S,74,205,4.58,36,15,121,,,0
Donnie Ernsberger,RB,75,241,4.78,31,15,114,7.09,4.34,0
Leighton Vander esch,ILB,76,256,4.65,39.5,20,124,6.88,4.15,1
Danny Etling,QB,74,222,4.76,30.5,,114,7.09,4.37,0
Rashaan Evans,LB,75,232,,30,,116,6.95,4.36,0
Brandon Facyson,CB,74,197,4.53,,16,,,,0
Luke Falk,QB,76,215,,26.5,,103,,,0
Rashard Fant,CB,70,175,,,,,,,0
Foley Fatukasi,DT,76,318,5.29,30,33,112,7.44,4.53,0
Riley Ferguson,QB,75,212,4.98,29,,110,6.96,4.4,0
Kylie Fitts,EDGE,76,263,4.69,32.5,31,117,6.88,4.19,0
Minkah Fitzpatrick,DB,73,201,4.46,33,14,121,,,1
Dimitri Flowers,RB,74,248,4.83,30.5,17,109,7.45,4.53,0
Quinton Flowers,QB,70,214,4.63,,,112,6.81,4.57,0
Tre Flowers,S,75,200,4.45,34.5,18,122,,,0
Robert Foster,WR,74,196,4.41,31,,116,6.9,4.2,0
Jarvion Franklin,RB,71,239,4.63,30,18,109,6.93,4.31,0
John Franklin-Myers,DE,76,283,4.75,33,26,113,7.36,4.48,0
Joshua Frazier,DT,76,321,,,21,,,,0
Royce Freeman,RB,71,229,4.54,34,17,118,6.9,4.16,0
Troy Fumagalli,TE,77,247,,,14,,,,0
Michael Gallup,WR,73,205,4.51,36,10,122,6.95,4.37,0
Nick Gates,OT,77,307,5.46,24,20,94,7.61,4.68,0
Rashaan Gaulden,CB,73,193,4.61,30,8,119,7.16,4.33,0
Mike Gesicki,TE,77,247,4.54,41.5,22,129,6.76,4.1,0
Dallas Goedert,TE,77,256,,,23,,,,0
Colby Gossett,G,77,311,5.2,25,32,103,7.6,4.83,0
Davon Grayson,WR,73,199,4.51,34.5,19,124,,,0
Rasheem Green,DE,77,275,4.73,32.5,,118,7.24,4.39,0
Shaquem Griffin,OLB,73,227,4.38,,20,117,,,0
Derrius Guice,RB,70,224,4.49,31.5,15,,,,0
Grant Haley,CB,69,190,4.44,34,15,119,6.51,3.94,0
Daesean Hamilton,WR,73,203,,34.5,,118,6.84,4.15,0
Shaun dion Hamilton,ILB,72,228,,,20,,,,0
Dashawn Hand,DE,76,297,4.83,31.5,28,111,7.98,4.62,0
Davontae Harris,CB,72,200,4.43,32.5,22,123,6.96,4.4,0
Marcell Harris,S,72,208,,,16,,,,0
Desmond Harrison,OT,78,292,4.9,,,,,,0
Ronnie Harrison,S,75,214,,34,,120,,,0
Marquis Haynes,EDGE,75,235,4.67,32,23,123,7.14,4.45,0
Taylor Hearn,G,76,320,5.45,24,18,96,7.84,4.8,0
James Hearns,EDGE,75,239,4.89,,22,,,,0
Quadree Henderson,WR,68,192,4.5,32.5,12,120,6.89,4.28,0
Zaycoven Henderson,DT,72,298,5.16,29.5,20,105,7.33,4.58,0
Will Hernandez,G,74,327,5.15,24,37,104,7.59,4.7,0
Chris Herndon,TE,76,253,,,21,,,,0
Kyle Hicks,RB,70,204,4.63,36.5,13,122,,,0
B.J. Hill,DT,76,311,4.99,26.5,35,101,7.28,4.53,0
Holton Hill,CB,75,200,4.49,31,14,120,6.83,4.15,0
Nyheim Hines,RB,68,198,4.38,35.5,,119,7.18,4.35,0
Jeff Holland,EDGE,74,249,4.79,,,116,,,0
Jalyn Holmes,DE,77,283,4.82,32,25,,,,0
Sam Hubbard,DE,77,270,,35,,116,6.84,4.32,0
Mike Hughes,CB,71,191,4.53,35.5,20,127,6.7,4.13,0
Hayden Hurst,TE,76,250,4.67,31.5,,120,7.19,4.37,0
Maurice Hurst,DT,74,292,,,,,,,0
Godwin Igwebuike,S,72,205,4.44,35.5,19,128,6.56,4.12,0
Darren Carrington II,WR,74,199,,36,,120,,,0
Joel Iyiegbuniwe,LB,73,229,4.6,35,19,117,7.06,4.28,0
Ryan Izzo,TE,77,256,4.94,33,18,110,7.15,4.43,0
Darius Jackson,EDGE,75,242,4.87,26.5,21,113,7.52,,0
Donte Jackson,CB,71,175,4.32,,7,124,,,0
J.C. Jackson,CB,71,193,4.46,35.5,14,120,,,0
Josh Jackson,CB,73,192,4.56,38,18,123,6.86,4.03,0
Justin Jackson,RB,72,199,4.52,38.5,13,122,6.81,4.07,0
Leon Jacobs,EDGE,75,246,4.48,34.5,26,122,7.14,4.44,0
Natrell Jamerson,S,72,198,4.4,35.5,25,120,,,0
Derwin James,S,75,215,4.47,40,21,132,,,1
Richie James,WR,70,183,4.48,35.5,6,122,6.87,4.16,0
Malik Jefferson,OLB,75,236,4.52,36,27,125,,,0
Josey Jewell,ILB,73,234,4.82,33,18,117,6.8,4.27,0
Danny Johnson,CB,70,185,4.44,35,15,123,,,0
Kerryon Johnson,RB,71,213,,40,11,126,7.07,4.29,0
Taron Johnson,CB,72,180,4.5,33,17,118,7.03,4.28,0
Chris Jones-04,CB,72,195,4.57,,14,,,,0
Jamarco Jones,OT,76,299,5.5,24,,102,8.32,4.99,0
Justin Jones,DT,74,309,5.09,29,24,104,7.82,4.74,0
Ronald Jones,RB,71,205,4.65,36.5,,,,,0
Sam Jones,G,77,305,5.32,27,28,101,7.92,4.86,0
Jaryd Jones-Smith,OT,78,317,5.22,27,16,109,8.1,4.94,0
Michael Joseph,CB,73,181,,34,17,,6.89,4.2,0
Peter Kalambayi,EDGE,75,252,4.57,34,19,121,7.13,4.36,0
Joshua Kalu,S,73,195,4.58,41.5,17,134,,,0
John Kelly,RB,70,216,,35,15,120,7.13,4.51,0
Kameron Kelly,S,74,200,4.66,33,9,120,6.94,4.28,0
Arden Key,EDGE,78,238,,31,,117,7.16,4.25,0
Jamarcus King,CB,73,186,4.7,,,,,,0
Christian Kirk,WR,70,201,4.47,35.5,20,115,7.09,4.45,0
Micah Kiser,ILB,74,238,4.66,35.5,,121,7.05,4.24,0
Chris Lacy,WR,75,205,4.51,33.5,11,120,,,0
Harold Landry,EDGE,75,252,4.64,36,24,119,6.88,4.19,0
Jordan Lasley,WR,73,203,4.5,34.5,8,112,,4.19,0
Kyle Lauletta,QB,75,222,4.81,31,,113,6.95,4.07,0
Allen Lazard,WR,77,227,4.55,38,17,122,,,0
Tanner Lee,QB,76,218,4.98,32,,115,7,4.41,0
Darius Leonard,OLB,74,234,4.7,,17,,,,1
Rick Leonard,OT,79,311,,,19,,,,0
Tyquan Lewis,EDGE,75,265,,35.5,,122,,,0
Chase Litton,QB,77,230,4.9,29.5,,106,7.49,4.53,0
James Looney,DE,75,287,4.89,35.5,28,113,7.32,4.37,0
Lowell Lotulelei,DT,74,315,,,28,,,,0
Avonte Maddox,CB,69,180,4.39,37,13,125,6.51,4,0
Cole Madison,OL,77,308,5.33,28.5,26,97,7.86,4.88,0
K.J. Malone,G,76,303,5.34,29.5,15,103,,,0
Tavares Martin,WR,73,177,4.8,31.5,,,,,0
Hercules Mata'afa,EDGE,73,254,4.76,31.5,26,108,7.24,4.37,0
Baker Mayfield,QB,73,215,4.84,29,,111,7,4.28,0
Ray-ray McCloud,WR,69,190,4.53,34.5,13,113,,,0
Mike McCray,ILB,76,243,4.76,31.5,16,119,7.09,4.25,0
Kc McDermott,G,78,311,5.35,23.5,26,97,7.72,4.82,0
Tarvarus McFadden,CB,74,198,4.67,38.5,,121,,,0
Mike McGlinchey,OT,80,309,,28.5,24,105,,,0
R.J. McIntosh,DT,76,286,,,,,,,0
Kahlil McKenzie,DT,77,314,5.15,29.5,26,105,7.94,4.68,0
Quenton Meeks,DB,74,205,,39,11,128,6.72,4.23,0
Sony Michel,RB,71,214,4.54,,22,,,4.21,0
Anthony Miller,WR,71,201,,,22,,,,0
Kolton Miller,OT,81,309,4.95,31.5,24,121,7.34,4.49,0
Steven Mitchell,WR,70,189,4.56,32.5,13,121,6.75,4.4,0
D.J. Moore-02,WR,72,210,4.42,39.5,15,132,6.95,4.07,0
Jmon Moore,WR,75,207,4.6,38,21,120,6.56,4.04,0
Kamrin Moore,CB,71,200,,,,,,,0
Skai Moore,OLB,74,226,4.73,36,,117,,,0
Ryan Nall,RB,74,232,4.58,33,15,122,6.95,4.16,0
Siran Neal,S,72,199,4.56,40.5,17,122,7,4.28,0
Nick Nelson,CB,71,208,4.52,,17,123,,,0
Quenton Nelson,G,77,325,,26.5,35,105,7.65,4.62,1
Bilal Nichols,DT,76,306,4.95,,29,,,,0
Parry Nickerson,CB,72,180,4.32,,15,,,,0
Derrick Nnadi,DT,73,317,5.38,27,25,96,8.15,5.02,0
Kendrick Norton,DT,75,314,5.25,,30,,,,0
Joseph Noteboom,OT,77,309,4.96,24,27,102,7.65,4.44,0
Uchenna Nwosu,EDGE,75,251,4.65,32,20,119,,,0
Dorian O'daniel,OLB,73,223,4.61,32,21,119,6.64,4.07,0
Brian O'neill,OT,79,297,4.82,29.5,22,107,7.14,4.5,0
Chukwuma Okorafor,OT,78,320,5.31,23.5,19,102,7.87,4.8,0
Ogbonnia Okoronkwo,EDGE,73,253,4.77,38,27,121,,,0
Isaiah Oliver,CB,73,190,4.5,,,,,,0
Brandon Parker,OT,80,305,5.4,28.5,,113,7.82,4.68,0
Timon Parris,OT,78,312,,,27,,,,0
Daron Payne,DT,74,311,4.95,28.5,27,107,7.58,4.71,0
Rashaad Penny,RB,71,220,4.46,32.5,13,120,,,0
Kamryn Pettway,RB,72,233,4.74,33.5,22,116,,,0
Cam Phillips,WR,72,201,,,,,,,0
Darius Phillips,CB,70,190,4.54,,,,,,0
Harrison Phillips,DT,76,307,5.21,32,42,103,7.28,4.5,0
Skyler Phillips,G,75,318,5.1,29,,104,7.95,4.69,0
Eddy Pineiro,K,72,185,,,,,,,0
Billy Price,C,76,305,,,,,,,0
Byron Pringle,WR,73,203,4.46,33.5,15,120,6.87,4.4,0
Jacob Pugh,OLB,76,246,4.65,38.5,,122,,,0
Scott Quessenberry,C,76,310,5.09,33.5,25,111,7.5,4.69,0
Trey Quinn,WR,71,203,4.55,33.5,17,116,6.91,4.19,0
Frank Ragnow,C,77,312,,,26,,,,1
Martinas Rankin,OL,76,308,,,24,,,,0
Max Redfield,S,73,205,4.69,,15,,,,0
D.J. Reed,CB,69,188,4.51,36.5,11,,,,0
Justin Reid,S,73,204,4.4,36.5,16,128,6.65,4.15,0
Demario Richard,RB,69,218,4.7,29.5,12,115,,,0
Will Richardson,OT,78,306,5.26,31.5,,108,7.8,4.83,0
Calvin Ridley,WR,72,189,4.43,31,15,110,6.88,4.41,0
Stephen Roberts,S,71,189,4.53,34,,121,,,0
Korey Robertson,WR,73,212,4.56,34,13,123,,,0
Javon Rolland-Jones,EDGE,74,253,4.88,,23,,,,0
Josh Rosen,QB,76,226,4.92,31,,111,7.09,4.28,0
Olubunmi Rotimi,DE,76,273,,32,21,113,7.46,4.7,0
Mason Rudolph,QB,77,235,4.9,26,,,,,0
Christian Sam,ILB,74,244,4.75,32,28,114,7.03,4.25,0
Jaylen Samuels,TE,71,225,4.54,34.5,18,121,6.93,4.28,0
Dominick Sanders,S,72,193,,,14,,,,0
Tegray Scales,ILB,72,230,4.77,,27,,,,0
Bo Scarbrough,RB,73,228,4.52,40,14,129,,4.34,0
Dalton Schultz,TE,77,244,4.75,32,15,120,7,4.4,0
Jaleel Scott,WR,77,218,4.56,34.5,16,124,7.2,4.4,0
Jk Scott,P,78,208,4.83,30.5,,114,7.28,4.41,0
Deadrin Senat,DT,72,314,5.16,26,35,100,7.77,4.79,0
Greg Senat,OT,78,302,5.38,26,19,106,7.41,4.71,0
Tim Settle,DT,75,329,5.37,23.5,,96,7.95,4.83,0
Coleman Shelton,C,75,292,5.24,26.5,,110,7.62,4.59,0
Nathan Shepherd,DT,77,315,5.09,31,,112,7.5,4.53,0
Nic Shimonek,QB,75,220,4.88,28.5,,101,7.28,4.32,0
Andre Smith-02,ILB,72,237,4.63,,19,,,,0
Braden Smith,G,78,315,5.22,33.5,35,113,,4.77,0
Roquan Smith,OLB,73,236,4.51,,,,,,0
Trequan Smith,WR,74,203,4.49,37.5,12,130,6.97,4.5,0
Van Smith,S,71,185,4.61,29.5,,,,,0
Durham Smythe,TE,77,253,4.81,31,18,110,7.17,4.23,0
Breeland Speaks,DT,75,283,4.87,32.5,,110,7.63,4.65,0
Taylor Stallworth,DT,74,312,5.28,23.5,18,101,7.95,4.75,0
M.J. Stewart,CB,71,200,4.54,35,18,118,6.9,4.28,0
Kentavius Street,DE,74,280,4.87,,28,,,,0
Greg Stroman,CB,72,180,4.48,33.5,16,113,,4.45,0
Chandon Sullivan,CB,71,195,4.6,40.5,15,134,,4.36,0
Courtland Sutton,WR,75,218,4.54,35.5,18,124,6.57,4.11,1
Josh Sweat,EDGE,76,251,4.53,39.5,,124,,4.28,0
Auden Tate,WR,77,228,4.68,31,,112,,,0
Rod Taylor,OT,75,320,5.24,30.5,,99,,,0
Wyatt Teller,G,76,314,5.24,29,30,114,7.45,4.84,0
Chad Thomas,DE,78,281,4.92,29,,116,,,0
Ian Thomas,TE,76,259,4.74,36,,123,7.15,4.2,0
Jordan Thomas-01,CB,72,186,4.64,38,4,124,6.28,3.94,0
Jordan Thomas-02,TE,77,265,4.74,27,16,111,7.5,4.75,0
Matthew Thomas,OLB,75,232,4.58,41.5,,131,6.85,4.28,0
Roc Thomas,RB,70,198,4.56,35.5,16,125,,,0
Trenton Thompson,DT,76,288,5.06,32.5,,111,7.68,4.56,0
Henre Toliver,CB,73,185,4.63,32.5,6,117,7.01,4.15,0
Kevin Toliver,CB,75,204,,33,10,120,,,0
Brett Toth,OT,78,291,,,,,,,0
Johnny Townsend,P,73,210,,,,,,,0
Shane Tripucka,P,75,211,,,,,,,0
Salesi Uhatafe,G,77,310,5.4,28,,109,7.7,4.9,0
Marquez Valdes-Scantling,WR,76,206,4.37,30.5,15,124,,,0
Vita Vea,DT,76,347,5.1,,41,,,,0
Azeem Victor,ILB,73,240,4.72,32.5,19,115,7.2,4.4,0
Dmontre Wade,CB,72,200,4.57,35.5,15,120,,4.4,0
Akrum Wadley,RB,70,194,4.54,32,12,,,,0
Trey Walker,S,74,200,4.51,33,14,119,7,4.28,0
Levi Wallace,CB,72,183,4.63,33,,,,,0
Mark Walton,RB,70,202,4.6,31.5,18,118,,,0
Denzel Ward,CB,70,191,4.32,39,16,136,,,1
Fred Warner,OLB,75,236,4.64,38.5,21,119,6.9,4.28,1
Chris Warren,RB,74,247,4.69,33,25,121,6.98,4.18,0
James Washington,WR,71,213,4.54,34.5,14,120,7.11,4.32,0
Armani Watts,S,71,205,,35,13,120,7.25,4.37,0
Jester Weah,WR,74,211,4.43,38,15,129,7.24,4.41,0
Toby Weathersby,OT,76,317,5.34,24.5,28,106,8.55,5.38,0
Damon Webb,S,71,195,4.62,,17,,,,0
David Wells,TE,78,256,4.75,33,20,116,7.5,4.59,0
Sean Welsh,C,75,306,5.43,25,20,103,7.9,4.81,0
Karaun White,WR,73,206,4.52,33.5,24,118,7.16,4.57,0
Kyzir White,S,74,216,,35.5,21,113,,,0
Mike White,QB,77,224,5.09,27,,96,7.4,4.4,0
Jordan Whitehead,S,71,195,,,21,,,,0
Jojo Wicker,DE,75,296,5.16,30,25,105,,,0
Jake Wieneke,WR,76,221,4.67,34,9,114,7.24,4.37,0
Jordan Wilkins,RB,73,216,,36,16,117,,4.27,0
